C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_23_633.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_23_633.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_23_633.jpg, 0, 0, 0, 7.796823E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_23_734.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_23_734.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_23_734.jpg, 0, 0, 0, 7.810602E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_23_834.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_23_834.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_23_834.jpg, 0, 0, 0, 8.163281E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_23_935.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_23_935.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_23_935.jpg, 0, 0, 0, 7.828978E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_036.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_036.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_036.jpg, 0, 0, 0, 7.789739E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_136.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_136.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_136.jpg, 0, 0, 0, 7.789135E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_238.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_238.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_238.jpg, 0, 0, 0, 7.799463E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_338.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_338.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_338.jpg, 0, 0, 0, 7.801659E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_439.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_439.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_439.jpg, 0, 0, 0, 7.801505E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_540.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_540.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_540.jpg, 0, 0, 0, 7.796395E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_640.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_640.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_640.jpg, 0, 0, 0, 7.803747E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_742.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_742.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_742.jpg, 0, 0, 0, 8.373187E-05
C:\Users\singh\Desktop\DATA\IMG\center_2023_04_25_06_15_24_842.jpg, C:\Users\singh\Desktop\DATA\IMG\left_2023_04_25_06_15_24_842.jpg, C:\Users\singh\Desktop\DATA\IMG\right_2023_04_25_06_15_24_842.jpg, 0, 0, 0, 7.842435E-05
